Src Bytes,Dst Bytes,Urgent,Num Failed Logins,Root Shell,Num Shells,Is Hot Logins,Is Guest Login,Diff Srv Rate,Srv Diff Host Rate,Dst Host Same Src Port Rate,Dst Host Srv Diff Host Rate,Difficulty Level,http,eco_i,ftp,pop_3,http_8001,aol,http_2784,harvest,imap4,SF,SH,OTH,Class
26,157,0,1,0,0,0,1,0,0,0.01,0,7,0,0,1,0,0,0,0,0,0,1,0,0,R2L
146,105,0,0,0,0,0,0,0,0,0.75,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.07,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
12816,1460,0,0,0,0,0,0,0,1,0.01,0.02,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
18,0,0,0,0,0,0,0,0,0,1,1,15,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
75484,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,DoS
229,7149,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
74024,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,DoS
44,44,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
32,93,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0,0,R2L
145,105,0,0,0,0,0,0,0,0,0.96,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
2420.899242,4205.867636,0,0,1,0,0,0,0,0,0.076527181,0,2.304298359,0,0,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
18,0,0,0,0,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
250,608,0,0,0,0,0,0,0,0.1,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.5,15,0,1,0,0,0,0,0,0,0,1,0,0,U2R
18,0,0,0,0,0,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,0,1,0,0,U2R
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
1,0,0,0,0,0,0,0,0.280964088,0,0.22,0,17,0,0,0,0,0,0,0,0,0,1,0,0,Probe
40,0,0,0,0,0,0,0,0,0,0.008654403,0,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
762,328,0,0,0,0,0,0,0,0,0.01,0.01,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,2072,0,0,1,0,0,0,0,0,1,0.003404946,11.1702473,0,0,0,0,0,0,0,0,0,1,0,0,U2R
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
44,44,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
48,48,0,0,0,0,0,0,0,0,0.48,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.06,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,DoS
1,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,Probe
18,0,0,0,0,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
204,1896,0,0,0,0,0,0,0,0.38,0.01,0.04,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
516,4,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.5,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
227,2068,0,0,0,0,0,0,0,0,0.01,0.01,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.06,0,0.01,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
164,599,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,R2L
239,362,0,0,0,0,0,0,0,0.07,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
273,295,0,0,0,0,0,0,0,0.25,0.01,0.1,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.5,15,0,1,0,0,0,0,0,0,0,1,0,0,Probe
383,0,0,0,0,0,0,0,0,0,0.12,0.14,20,0,0,0,0,0,0,0,0,0,1,0,0,Normal
28,93,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,R2L
1403,412,0,0,0,0,0,0,0,0,0.01,0.01,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0,0,0.104079285,0,14,0,0,0,0,0,0,0,0,0,0,0,0,Probe
147,105,0,0,0,0,0,0,0,0,0.87,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.5,16,0,1,0,0,0,0,0,0,0,1,0,0,U2R
162,597,0,0,0,0,0,1,0,0,0.14,0,11,0,0,1,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
215,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
2402,3886.997877,0,0,1,0,0,0,0,0,0.79199151,0.583983019,3.167966039,0,0,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0,0,0.02,0.16,21,1,0,0,0,0,0,0,0,0,0,0,0,Normal
0,0,0,0,0,0,0,0,0.06,0,0.01,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
87.90785235,206.8481544,0,0.523036912,0,0,0,0,0,0,0,0,3.046073824,0,0,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,Probe
0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
334,0,0,0,0,0,0,0,0,0,1,0.14,10,0,0,0,0,0,0,0,0,0,1,0,0,R2L
46,0,0,0,0,0,0,0,0,0,0.004184768,0,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
12,0,0,0,0,0,0,0,0,0,0.926578576,0.047556126,9.524438741,0,0,0,0,0,0,0,0,0,1,0,0,R2L
244,1451,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,0,0.54320225,0.269294066,11.77011692,0,0.538588132,0,0,0,0,0,0,0,1,0,0,U2R
334,0,0,0,0,0,0,0,0,0,0.131938779,0.006581634,0,0,0,0,0,0,0,0,0,0,1,0,0,R2L
1,0.16153417,0,0,0,0,0,0,0.131307392,0,0.127768759,0,8.16153417,0,0,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
42,0,0,0,0,0,0,0,0,0,0.019826636,0,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
26,157,0,1,0,0,0,1,0,0,0.01,0,7,0,0,1,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,Probe
125,174,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,R2L
18,0,0,0,0,0,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,0,1,0,0,U2R
205,367,0,0,0,0,0,0,0,0.08,0.04,0.02,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
641,0,0,0,0,0,0,0,0,0,0.31,0.03,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
961,326,0,0,0,0,0,0,0,0,0.01,0.01,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,5683.237354,0,0,0,0,0,0,0,0,1,0.012523418,10.49906328,0,0,0,0,0,0,0,0,0,1,0,0,U2R
28,93,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,1,0,0.01,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Probe
18,0,0,0,0,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
334,0,0,0,0,0,0,0,0,0,1,0.19,12,0,0,0,0,0,0,0,0,0,1,0,0,R2L
172.1436321,539.5499899,0,0,0,0,0.818748733,0,0,0,0.818748733,0,5.637497466,0,0,1,0,0,0,0,0,0,1,0,0,U2R
320,6032,0,0,0,0,0,0,0,0.19,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.25,15,0,1,0,0,0,0,0,0,0,1,0,0,Probe
218,757,0,0,0,0,0,1,0,0,0.03,0,20,0,0,1,0,0,0,0,0,0,1,0,0,Normal
121,174,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
28,0,0,0,0,0,0,0,0,0,0.36,0,19,0,0,0,0,0,0,0,0,0,1,0,0,DoS
221,6480,0,0,0,0,0,0,0,0,0.02,0.05,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,Probe
0,0,0,0,0,0,0,0,0.07,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0,0,1,0.3,21,1,0,0,0,0,0,0,0,0,0,0,0,Normal
43,133,0,0,0,0,0,0,0,0.02,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
2763.30537,15303.25582,0,0,1,0.018406196,0,0,0,0,0.000184062,0.001104372,0.981593804,0,0,0,0,0,0,0,0,0,1,0,0,U2R
25,157,0,1,0,0,0,1,0,0,0.028411686,0,7,0,0,1,0,0,0,0,0,0,1,0,0,R2L
18,0,0,0,0,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
182,28441,0,0,1,0,0,0,0,0,0.03,0.04,20,1,0,0,0,0,0,0,0,0,1,0,0,Normal
336,666,0,0,0,0,0,0,0,0.22,0.02,0.04,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.08,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
11430,1383,0,0,0,0,0,0,0,1,0.17,0.02,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
12,0,0,0,0,0,0,0,1,0,0.16,0.03,17,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.07,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
1,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,Probe
1,1,0,0,0,0,0,0,0.539432997,0,0.93,0,20,0,0,0,0,0,0,0,0,0,1,0,0,Probe
28,93,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.5,0,0.04,0,18,0,0,0,0,0,0,0,0,0,0,0,0,Probe
208.9818063,645.5012995,0,0.250216592,0,0,0.250216592,0,0,0,0.270017327,0,2.501299549,0,0,1,0,0,0,0,0,0,1,0,0,U2R
120.2772731,1344.801261,0,0,0,0,0,0,0,0,0.063669195,0,2.635858545,0,0,0,0,0,0,0,0,0,1,0,0,U2R
72,43,0,0,0,0,0,0,0,0,0.57,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
44,192,0,0,0,0,0,0,0.8,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,Probe
1,0,0,0,0,0,0,0,0.761062497,0,0.942051138,0,17,0,0,0,0,0,0,0,0,0,1,0,0,Probe
44,71,0,0,0,0,0,0,0.01,0,0.01,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,Normal
32,93,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,R2L
321,547,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
351,502,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,Normal
222,1761,0,0,0,0,0,0,0,0.67,0.5,0.04,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
18,0,0,0,0,0,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,0,1,0,0,U2R
39.36489112,0,0,0,0,0,0,0,0,0,0.16034553,0,7.208707736,0,0,0,0,0,0,0,0,0,1,0,0,U2R
30,93,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.05,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,36,0,0,0,0,0,0,1,1,0.01,0.051833119,13,0,0,0,1,0,0,0,0,0,0,0,0,Probe
0,5908.676659,0,0,0,0,0,0,0,0,1,0.201691647,13.61353317,0,0,0,0,0,0,0,0,0,1,0,0,U2R
0,5890.830606,0,0,0,0,0,0,0.894142478,0,1,0.609661212,12.36485487,0,0,0,0,0,0,0,0,0,1,0,0,U2R
8,0,0,0,0,0,0,0,0,1,1,0.52,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
282,4060,0,0,0,0,0,0,0,0.42,0.04,0.03,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
20,0,0,0,0,0,0,0,0,1,1,0.3,15,0,1,0,0,0,0,0,0,0,1,0,0,Probe
105,146,0,0,0,0,0,0,0.33,0,0.01,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
1,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,Probe
18,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,U2R
8,0,0,0,0,0,0,0,0,1,1,0.506040964,17,0,1,0,0,0,0,0,0,0,1,0,0,U2R
8,0,0,0,0,0,0,0,0,1,1,0.5,18,0,1,0,0,0,0,0,0,0,1,0,0,Probe
105,0,0,0,0,0,0,0,0,0,0.13,0,20,0,0,0,0,0,0,0,0,0,1,0,0,Normal
125.1695648,174,0,1,0,0,0,0,0,0,0,0,8.169564771,0,0,0,0,0,0,0,0,0,1,0,0,R2L
121.0524262,7109.664081,0,0,0.400835848,0.801671697,0,0,0,0,1,0.011983283,5.991641517,0,0,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0.05,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0,0,0.02,0,18,0,0,0,0,0,0,0,0,0,0,0,0,Probe
45,45,0,0,0,0,0,0,0,0.01,0.01,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.52,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.06,0,0.02,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,44,0,0,0,0,0,0,1,1,0.024817511,0.03,12,0,0,0,0,0,0,0,0,1,0,0,0,Probe
1008,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,1,0,0,DoS
1199,2449,0,0,0,0,0,1,0,0,0,0,6.707448356,0,0,1,0,0,0,0,0,0,1,0,0,R2L
8,0,0,0,0,0,0,0,0,1,1,0.5,16,0,1,0,0,0,0,0,0,0,1,0,0,U2R
8,0,0,0,0,0,0,0,0,1,1,0.5,16,0,1,0,0,0,0,0,0,0,1,0,0,Probe
0,0,0,0,0,0,0,0,0.07,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
642,331,0,0,0,0,0,0,0,0,0.01,0.01,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
8,0,0,0,0,0,0,0,0,1,1,0.5,16,0,1,0,0,0,0,0,0,0,1,0,0,U2R
20193,332,0,0,0,0,0,0,0,0,0,0.02,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
299,2324,0,0,0,0,0,0,0,0,0.04,0.04,21,1,0,0,0,0,0,0,0,0,1,0,0,Normal
71.19649127,217.0170176,0,0,0,0,0,0,0,0,0.018803509,0,3.410263155,0,0,0.470087718,0,0,0,0,0,0,1,0,0,U2R
28,93,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,R2L
127,174,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,R2L
8,0,0,0,0,0,0,0,0,1,1,0.5,15,0,1,0,0,0,0,0,0,0,1,0,0,U2R
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
147,105,0,0,0,0,0,0,0,0,0.98,0,21,0,0,0,0,0,0,0,0,0,1,0,0,Normal
0,0,0,0,0,0,0,0,0.07,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
47,0,0,0,0,0,0,0,0,0,0.01,0,16,0,0,0,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.07,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.06,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
1466,4152,0,0,0,0,0,1,0,0,0.01,0,20,0,0,1,0,0,0,0,0,0,1,0,0,Normal
0,5923.327474,0,0,0,0,0,0,0,0,1,0.238318684,13.90654947,0,0,0,0,0,0,0,0,0,1,0,0,U2R
1,0,0,0,0,0,0,0,0.08,0,1,0,18,0,0,0,0,0,0,0,0,0,1,0,0,Probe
1,0,0,0,0,0,0,0,0,0,0.230169558,0,12,0,0,0,0,0,0,0,0,0,1,0,0,Probe
28,93,0,0,0,0,0,0,0,0,0.004972627,0,18,0,0,0,1,0,0,0,0,0,1,0,0,R2L
334,0,0,0,0,0,0,0,0,0,1,0.414474793,15,0,0,0,0,0,0,0,0,0,1,0,0,R2L
0,0,0,0,0,0,0,0,0.05,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,DoS
0,0,0,0,0,0,0,0,0.07,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,DoS
2673.145411,4211.063758,0.191582903,0,1,0,0,0,0,0,0.01053706,0,2.808417097,0,0,0,0,0,0,0,0,0,1,0,0,U2R
30,93,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,1,0,0,R2L
